page	name	url	organisations
hmrc-rps-ras-spreadsheet	HM Revenue and Customs Registered Pension Scheme Relief at Source spreadsheet	https://www.gov.uk/government/publications/hmrc-rps-ras-spreadsheet	government-organisation:D25
application-for-an-environmental-permit-part-c4-varying-a-bespoke-waste-operation-permit	Application for an environmental permit: part C4 varying a bespoke waste operation permit	https://www.gov.uk/government/publications/application-for-an-environmental-permit-part-c4-varying-a-bespoke-waste-operation-permit	government-organisation:EA199
change-details-of-a-member-of-a-limited-liability-partnership-ll-ch01	Change details of a member of a limited liability partnership (LL CH01)	https://www.gov.uk/government/publications/change-details-of-a-member-of-a-limited-liability-partnership-ll-ch01	government-organisation:EA26
trainee-driving-instructor-declaration-of-manager-or-owner	Trainee driving instructor: declaration of manager or owner	https://www.gov.uk/government/publications/trainee-driving-instructor-declaration-of-manager-or-owner	government-organisation:EA570
double-taxation-united-kingdomsouth-africa-si-2002-number-3138-form-south-africa-individual	Double Taxation: UK/South Africa (SI 2002 number 3138) (Form South Africa-Individual)	https://www.gov.uk/government/publications/double-taxation-united-kingdomsouth-africa-si-2002-number-3138-form-south-africa-individual	government-organisation:D25
excise-movements-authority-to-use-another-traders-deferment-approval-number-hm8	Excise movements: authority to use another trader's Deferment Approval Number (HM8)	https://www.gov.uk/government/publications/excise-movements-authority-to-use-another-traders-deferment-approval-number-hm8	government-organisation:D25
tax-on-savings-individual-savings-accounts-interim-claim-isa10	Tax on savings: Individual Savings Accounts interim claim (ISA10)	https://www.gov.uk/government/publications/tax-on-savings-individual-savings-accounts-interim-claim-isa10	government-organisation:D25
collective-passports	Collective passports	https://www.gov.uk/government/publications/collective-passports	government-organisation:EA66
council-tax-appeals-property-details-questionnaire	Council Tax appeals: property details questionnaire	https://www.gov.uk/government/publications/council-tax-appeals-property-details-questionnaire	government-organisation:EA87
hgv-and-trailer-annual-test-appeal-form-vtg17	HGV and trailer annual test appeal form (VTG17)	https://www.gov.uk/government/publications/hgv-and-trailer-annual-test-appeal-form-vtg17	government-organisation:EA570
official-solicitor-referral-form-for-children-act-public-law-proceedings	Litigation friend referral form for Children Act public law cases	https://www.gov.uk/government/publications/official-solicitor-referral-form-for-children-act-public-law-proceedings	government-organisation:OT328
alcohol-duties-duty-stamps-application-for-registration-ds1	Alcohol duties: Duty Stamps - application for registration (DS1)	https://www.gov.uk/government/publications/alcohol-duties-duty-stamps-application-for-registration-ds1	government-organisation:D25
undertakings-in-lieu-of-reference-form	Undertakings in lieu of reference form	https://www.gov.uk/government/publications/undertakings-in-lieu-of-reference-form	government-organisation:D550
wild-birds-apply-for-a-licence-to-kill-wild-birds-for-falconry	Wild birds: apply for a licence to kill wild birds for falconry	https://www.gov.uk/government/publications/wild-birds-apply-for-a-licence-to-kill-wild-birds-for-falconry	government-organisation:PB202
official-search-without-priority-os3	Official search without priority (OS3)	https://www.gov.uk/government/publications/official-search-without-priority-os3	government-organisation:D69
notice-of-fast-track-opposition-and-statement-of-grounds	Notice of fast track opposition and statement of grounds	https://www.gov.uk/government/publications/notice-of-fast-track-opposition-and-statement-of-grounds	government-organisation:EA34
healthcare-pathogens-request-form-multiple-isolates	Healthcare pathogens request form: multiple isolates	https://www.gov.uk/government/publications/healthcare-pathogens-request-form-multiple-isolates	government-organisation:EA480
cn1v-confidential-medical-information	CN1V: report your medical condition	https://www.gov.uk/government/publications/cn1v-confidential-medical-information	government-organisation:EA74
italy-affirmationaffidavit-of-marital-status-forms	Italy: affirmation/affidavit of marital status forms	https://www.gov.uk/government/publications/italy-affirmationaffidavit-of-marital-status-forms	government-organisation:D13
notice-to-partially-surrender-a-registration	Notice to partially surrender a registration	https://www.gov.uk/government/publications/notice-to-partially-surrender-a-registration	government-organisation:EA34
notify-a-removal-of-auditors-from-office-by-resolution-aa03	Notify a removal of auditors from office by resolution (AA03)	https://www.gov.uk/government/publications/notify-a-removal-of-auditors-from-office-by-resolution-aa03	government-organisation:EA26
open-individual-export-licence-oiel-undertaking-template	Open individual export licence (OIEL) undertaking template	https://www.gov.uk/government/publications/open-individual-export-licence-oiel-undertaking-template	government-organisation:D1196;government-organisation:OT557
application-form-for-consent-to-construct-works-on-common-land	Application form for consent to construct works on common land	https://www.gov.uk/government/publications/application-form-for-consent-to-construct-works-on-common-land	government-organisation:EA39
application-for-uk-visa-by-diplomats-dependant-form-vafdip1-dep	Application for UK visa by diplomat's dependant: form VAFDIP1 (Dep)	https://www.gov.uk/government/publications/application-for-uk-visa-by-diplomats-dependant-form-vafdip1-dep	government-organisation:OT554
get-proof-that-support-agencies-have-made-a-joint-protection-plan	Get proof that support agencies have made a joint protection plan	https://www.gov.uk/government/publications/get-proof-that-support-agencies-have-made-a-joint-protection-plan	government-organisation:EA556
nulla-osta-application-pack-for-marriages-in-italy	Nulla Osta application pack for marriages in Italy	https://www.gov.uk/government/publications/nulla-osta-application-pack-for-marriages-in-italy	government-organisation:D13
application-for-a-boatmasters-licence-new-entrants-msf-4364	Application for a boatmasters' licence (MSF 4364)	https://www.gov.uk/government/publications/application-for-a-boatmasters-licence-new-entrants-msf-4364	government-organisation:EA78
self-assessment-partnership-savings-investments-and-other-income-sa804	Self Assessment: Partnership savings, investments and other income (SA804)	https://www.gov.uk/government/publications/self-assessment-partnership-savings-investments-and-other-income-sa804	government-organisation:D25
charity-accounting-templates-accruals-accounts-cc39	Charity accounting templates: accruals accounts (CC39) - SORP 2005	https://www.gov.uk/government/publications/charity-accounting-templates-accruals-accounts-cc39	government-organisation:D98
trusts-and-estates-trust-gains-and-capital-payments-year-ended-5-april-2014-50fs	Trusts and estates: trust gains and capital payments (50(FS))	https://www.gov.uk/government/publications/trusts-and-estates-trust-gains-and-capital-payments-year-ended-5-april-2014-50fs	government-organisation:D25
non-native-species-apply-for-a-licence-to-release-them	Non-native species: apply for a licence to release them	https://www.gov.uk/government/publications/non-native-species-apply-for-a-licence-to-release-them	government-organisation:PB202
housing-possession-court-duty-schemes-hpcds	Housing Possession Court Duty Schemes (HPCDS)	https://www.gov.uk/government/publications/housing-possession-court-duty-schemes-hpcds	government-organisation:EA556
import-and-export-returned-goods-relief-declarations-for-using-duplicate-lists-ce1246	Import and export: Returned Goods Relief - declarations for using duplicate lists (C&E1246)	https://www.gov.uk/government/publications/import-and-export-returned-goods-relief-declarations-for-using-duplicate-lists-ce1246	government-organisation:D25
